nii_ha,oiii_hb,sii_ha
-2.2182583946440673,1.357160266241138,-1.9074635655650174
-1.823158503947191,-2.0274410369975513,-1.077828493562406
-0.7677810112640842,0.16701315422150026,0.14590868159018702
-1.7802715219302456,-1.1175113182838672,-1.4342330667231464
-0.14453967903443046,0.2333100527495376,-0.5219120069985487
-0.6223478093721581,-1.1573017474444072,-0.4537182607411071
-0.7164351241394228,-0.8622095229721367,-0.8103955882131558
-2.7665852982086108,0.4035896071188034,-2.3961860999259126
-1.4023202616472474,-1.9219008974577818,-1.2004285534166945
-0.5162166023512995,-2.171202413276241,0.087675300623423
-1.487522348866925,-5.577593171148045,-1.1231742894946606
-0.5517843450412698,-0.7987763889547637,-0.8380668014128255
-2.3608198380863783,0.1679007445826528,-1.8666575485193935
-1.5735516943465768,-0.7791366631521512,-1.3439796906371195
-1.6554483038672672,-4.54247420202141,-1.284016465486176
-0.5665991860182942,0.23954258694987374,-0.9069880181360349
-2.5787228022519884,1.0505687949010678,-2.778447414143799
-1.089302295632983,-2.5608381715386983,-0.962764521030981
-1.1146416153975593,-2.38669791552271,-0.7229137889922576
-0.6741955915590339,-3.800222715914856,-0.5589652772893101
-1.8437814992841481,1.148225392994128,-0.811666597676247
-0.6521011253093221,-2.7225637820997974,-1.997304425367416
-0.6451178427818007,-1.9033835134120167,-1.2850212698113113
-0.23620663814278936,-3.3857841610443984,-1.2185516047922993
-1.9250865386170162,-3.697569592648179,-0.6213662873950715
-1.3124100647995576,0.16994201796700983,-0.1403172458938
-2.1731338767682757,0.24562432034017687,-1.732258238589523
-0.9053181299775233,-6.104019711737273,-0.4564526108234975
-1.0959734072650136,-3.1933837022792133,-0.42150890949529385
0.38314440563367924,0.36710312858632926,0.22670556929215782
-1.4200932296091722,-1.7805717565385208,-1.52455375356252
-0.042868605000087774,-0.4688572583172784,-1.841704549286547
-1.844649612035532,0.09558187144251921,-1.1407691296630902
-0.8010836629680824,-5.031869594678369,-0.7117233091669625
-1.368480950822601,-0.8593740983792912,-0.6855354221183222
-1.8069338976271538,0.9478989020578724,-1.828649630600983
-0.34329135155938667,-4.37534773969233,-0.5837536620725458
-2.4655606497018,0.4707277082512604,-2.4880618900218185
-1.848505345445787,1.3729270964456575,-2.291871625473038
-0.955284461736511,0.5944307619717009,-1.0327264337591981
-1.1021145155823788,0.8937043395886236,-1.193931433435986
-0.6426913116267913,-1.1226277898915598,-0.7203851648638825
